PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	STUDY	BIOENTITY	ANNOTATOR	ANNOTATION_DATE
growth condition	control	http://www.orpha.net/ORDO/Orphanet_183592	E-GEOD-14981	GSM374052	Eleanor Williams	01/10/2014 18:32
growth condition	control	http://www.orpha.net/ORDO/Orphanet_183497	E-GEOD-15189	GSM379248	Eleanor Williams	01/10/2014 18:32
growth condition	control	http://www.orpha.net/ORDO/Orphanet_182114	E-GEOD-15894	GSM397845	Eleanor Williams	01/10/2014 18:32
growth condition	control	http://www.orpha.net/ORDO/Orphanet_182101	E-GEOD-15901	GSM399103	Eleanor Williams	01/10/2014 18:32
growth condition	control	http://www.orpha.net/ORDO/Orphanet_182095	E-GEOD-15902	GSM444071	Eleanor Williams	01/10/2014 18:32
growth condition	control	http://www.orpha.net/ORDO/Orphanet_182090	E-GEOD-16722	GSM419033	Eleanor Williams	01/10/2014 18:32
growth condition	control	http://www.orpha.net/ORDO/Orphanet_182050	E-GEOD-16964	GSM457029	Eleanor Williams	01/10/2014 18:32
growth condition	indole-3-acetic acid	http://www.orpha.net/ORDO/Orphanet_181415	E-GEOD-1491	IAA treated - 1	Eleanor Williams	01/10/2014 18:32
growth condition	light	http://www.orpha.net/ORDO/Orphanet_180824	E-GEOD-12729	Light-grown WT control (vector#4)	Eleanor Williams	01/10/2014 18:32
growth condition	water deprivation	http://www.orpha.net/ORDO/Orphanet_180821	E-GEOD-10670	T8 leaf-drought-rep2	Eleanor Williams	01/10/2014 18:32
growth condition	water deprivation	http://www.orpha.net/ORDO/Orphanet_180257	E-GEOD-11538	GSM290630	Eleanor Williams	01/10/2014 18:32
growth condition	0.75 gram per liter mannose	http://www.orpha.net/ORDO/Orphanet_180250	E-GEOD-1938	"PMI40 deletion strain, 0.75 g/L initial mannose, repeat 1/3"	Eleanor Williams	01/10/2014 18:33
growth condition	1 gram per liter mannose	http://www.orpha.net/ORDO/Orphanet_180062	E-GEOD-1938	"PMI40 deletion strain, 1 g/L initial mannose, repeat 2/3"	Eleanor Williams	01/10/2014 18:33
growth condition	1.5 gram per liter mannose	http://www.orpha.net/ORDO/Orphanet_178557	E-GEOD-1938	"PMI40 deletion strain, 1.5 g/L initial mannose, repeat 2/3"	Eleanor Williams	01/10/2014 18:33
growth condition	3 gram per liter mannose	http://www.orpha.net/ORDO/Orphanet_178461	E-GEOD-1938	"PMI40 deletion strain, 3 g/L initial mannose, repeat 3/3"	Eleanor Williams	01/10/2014 18:33
growth condition	5 gram per liter mannose	http://www.orpha.net/ORDO/Orphanet_171918	E-GEOD-1938	"PMI40 deletion strain, 5 g/L initial mannose, repeat 1/3"	Eleanor Williams	01/10/2014 18:33
growth condition	5 micromolar gibberellin	http://www.orpha.net/ORDO/Orphanet_169826	E-GEOD-18985	GSM469829	Eleanor Williams	01/10/2014 18:33
growth condition	control	http://www.orpha.net/ORDO/Orphanet_168999	E-GEOD-19639	GSM490043	Eleanor Williams	01/10/2014 18:33
growth condition	control	http://www.orpha.net/ORDO/Orphanet_168807	E-GEOD-20504	GSM515223	Eleanor Williams	01/10/2014 18:33
growth condition	control	http://www.orpha.net/ORDO/Orphanet_168803	E-GEOD-20895	GSM539567	Eleanor Williams	01/10/2014 18:33
growth condition	control	http://www.orpha.net/ORDO/Orphanet_168598	E-GEOD-22947	GSM566555	Eleanor Williams	01/10/2014 18:33
growth condition	control	http://www.orpha.net/ORDO/Orphanet_168569	E-GEOD-23617	GSM629872	Eleanor Williams	01/10/2014 18:33
growth condition	control	http://www.orpha.net/ORDO/Orphanet_168558	E-GEOD-27475	GSM678838	Eleanor Williams	01/10/2014 18:33
growth condition	naphthaleneacetic acid	http://www.orpha.net/ORDO/Orphanet_167848	E-GEOD-22947	GSM566562	Eleanor Williams	01/10/2014 18:33
growth condition	none	http://www.orpha.net/ORDO/Orphanet_163927	E-GEOD-25067	GSM615838	Eleanor Williams	01/10/2014 18:33
growth condition	none	http://www.orpha.net/ORDO/Orphanet_163391	E-GEOD-25489	GSM626541	Eleanor Williams	01/10/2014 18:33
growth condition	none	http://www.orpha.net/ORDO/Orphanet_158300	E-GEOD-27704	GSM686108	Eleanor Williams	01/10/2014 18:33
growth condition	normoxia	http://www.orpha.net/ORDO/Orphanet_158032	E-GEOD-1873	"Liver, Normoxia 4"	Eleanor Williams	01/10/2014 18:33
growth condition	salicylic acid	http://www.orpha.net/ORDO/Orphanet_158014	E-GEOD-23617	GSM579091	Eleanor Williams	01/10/2014 18:33
growth condition	trichostatin A 2.5 milligram per liter	http://www.orpha.net/ORDO/Orphanet_157987	E-GEOD-25067	GSM615835	Eleanor Williams	01/10/2014 18:33
growth condition	water	http://www.orpha.net/ORDO/Orphanet_156159	E-GEOD-18985	GSM469840	Eleanor Williams	01/10/2014 18:33
growth condition	1 millimolar ammonium	http://www.orpha.net/ORDO/Orphanet_141229	E-GEOD-29589	GSM732614	Eleanor Williams	01/10/2014 18:34
growth condition	1 millimolar nitrate	http://www.orpha.net/ORDO/Orphanet_140976	E-GEOD-29589	GSM732609	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_140969	E-GEOD-29589	GSM732600	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_140162	E-GEOD-3076	wt 0 rep3	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_139491	E-GEOD-31677	GSM786306	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_139402	E-GEOD-32521	GSM805420	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_139039	E-GEOD-34837	GSM856034	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_137667	E-GEOD-35830	GSM875816	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_137625	E-GEOD-37161	GSM912642	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_137617	E-GEOD-38965	GSM952980	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_137605	E-GEOD-39268	GSM959155	Eleanor Williams	01/10/2014 18:34
growth condition	control	http://www.orpha.net/ORDO/Orphanet_104012	E-GEOD-4567	endothelial cell_control_rep2(54)	Eleanor Williams	01/10/2014 18:34
growth condition	estradiol 10 micromolar	http://www.orpha.net/ORDO/Orphanet_104011	E-GEOD-34837	GSM856037	Eleanor Williams	01/10/2014 18:34
growth condition	light	http://www.orpha.net/ORDO/Orphanet_104010	E-GEOD-3416	08h Col-0 replicate A	Eleanor Williams	01/10/2014 18:34
growth condition	light	http://www.orpha.net/ORDO/Orphanet_102002	E-GEOD-29299	GSM724213	Eleanor Williams	01/10/2014 18:34
growth condition	oligomycin	http://www.orpha.net/ORDO/Orphanet_101998	E-GEOD-38965	GSM952985	Eleanor Williams	01/10/2014 18:34
growth condition	water deprivation	http://www.orpha.net/ORDO/Orphanet_101997	E-GEOD-31677	GSM786338	Eleanor Williams	01/10/2014 18:34
growth condition	chitooctaose	http://www.orpha.net/ORDO/Orphanet_101987	E-GEOD-8319	"Wild type, chitooctaose treatment, biological rep2"	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101963	E-GEOD-53308	GSM1289221	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101960	E-GEOD-5614	Broadley_1-5_A5-Bo+P2-nutrient-replete_Rep2_ATH1	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101959	E-GEOD-56825	GSM1369937	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101953	E-GEOD-5722	Short_1-2_control_Rep1_ATH1	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101945	E-GEOD-5735	Diamond_A-2-Diamo-met_SLD	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101944	E-GEOD-5809	Endometrium control 0 hours TCM-3	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101943	E-GEOD-6176	MG001_ATH1_A2-Torres-1N3	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101938	E-GEOD-6583	siz1-3 control 2	Eleanor Williams	01/10/2014 18:35
growth condition	control	http://www.orpha.net/ORDO/Orphanet_101435	E-GEOD-7743	hy5_LL_C	Eleanor Williams	01/10/2014 18:35
growth condition	hydrogen peroxide	http://www.orpha.net/ORDO/Orphanet_101330	E-GEOD-5530	Mittler_2-11_Zat12+H2O2_Rep2_ATH1	Eleanor Williams	01/10/2014 18:35
growth condition	indole-3-acetic acid	http://www.orpha.net/ORDO/Orphanet_101039	E-GEOD-630	nph4-1_+IAA_3	Eleanor Williams	01/10/2014 18:35
growth condition	indole-3-acetic acid	http://www.orpha.net/ORDO/Orphanet_100100	E-GEOD-631	Col_+IAA_A2_1	Eleanor Williams	01/10/2014 18:35
growth condition	NaCl	http://www.orpha.net/ORDO/Orphanet_100092	E-GEOD-7641	"Arabidopsis, root cells, columella root cap, 140 mM NaCl, replicate 2"	Eleanor Williams	01/10/2014 18:35
growth condition	none	http://www.orpha.net/ORDO/Orphanet_100091	E-GEOD-5530	Mittler_2-9_Zat12_Rep3_ATH1	Eleanor Williams	01/10/2014 18:35
growth condition	none	http://www.orpha.net/ORDO/Orphanet_100088	E-GEOD-5698	NO.11	Eleanor Williams	01/10/2014 18:35
growth condition	none	http://www.orpha.net/ORDO/Orphanet_100087	E-GEOD-630	arf2-6_control_3	Eleanor Williams	01/10/2014 18:35
growth condition	none	http://www.orpha.net/ORDO/Orphanet_100051	E-GEOD-631	arf2-6_control_3	Eleanor Williams	01/10/2014 18:35
growth condition	none	http://www.orpha.net/ORDO/Orphanet_100050	E-GEOD-7641	"Arabidopsis, root cells, epidermis and lateral root cap, standard conditions, replicate 2"	Eleanor Williams	01/10/2014 18:35
growth condition	water	http://www.orpha.net/ORDO/Orphanet_99978	E-GEOD-5615	AtGen_B-15_2-1-1_REP2_ATH1	Eleanor Williams	01/10/2014 18:35
growth condition	water	http://www.orpha.net/ORDO/Orphanet_99931	E-GEOD-8319	"Wild type, water treatment, biological rep2"	Eleanor Williams	01/10/2014 18:35
growth condition	3% glucose	http://www.orpha.net/ORDO/Orphanet_99892	E-MEXP-2714	3G_2	Eleanor Williams	01/10/2014 18:36
growth condition	abscisic acid	http://www.orpha.net/ORDO/Orphanet_99886	E-MEXP-2378	H_srk2cf-ABA1h-3	Eleanor Williams	01/10/2014 18:36
growth condition	abscisic acid 2 micromolar	http://www.orpha.net/ORDO/Orphanet_99880	E-MEXP-3397	2ABA_2	Eleanor Williams	01/10/2014 18:36
growth condition	benzothiadiazole	http://www.orpha.net/ORDO/Orphanet_99867	E-GEOD-9955	"mil4 with BTH treatment, biological rep2"	Eleanor Williams	01/10/2014 18:36
growth condition	benzothiadiazole	http://www.orpha.net/ORDO/Orphanet_99860	E-GEOD-9956	"mil4 overexpression line with BTH treatment, biological rep4"	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_99849	E-MEXP-1958	1-1.CEL	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_99803	E-GEOD-8912	Carrier biological rep1	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_99408	E-GEOD-8913	Carrier biological rep1 (primisulfuron)	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_99361	E-GEOD-8925	Carrier biological rep3 (Imidazolinone)	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98909	E-GEOD-8926	Carrier biological rep1 (Triazolopyrimidine)	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98904	E-GEOD-8927	Carrier biological rep1 (Glyphosate)	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98896	E-GEOD-9956	"mil4 overexpression line with H2O treatment, biological rep3"	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98895	E-MEXP-2601	H_control cP500-3	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98878	E-MEXP-3186	Mock ire1 2	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98873	E-MEXP-3397	DMSO_3	Eleanor Williams	01/10/2014 18:36
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98733	E-MEXP-342	HYB:MEXP:10442	Eleanor Williams	01/10/2014 18:36
growth condition	cycloheximide	http://www.orpha.net/ORDO/Orphanet_98555	E-GEOD-8597	MCF7_CHX_E2_24h_rep3	Eleanor Williams	01/10/2014 18:36
growth condition	glyphosate	http://www.orpha.net/ORDO/Orphanet_98554	E-GEOD-8927	Glyphosate EC50 biological rep1	Eleanor Williams	01/10/2014 18:36
growth condition	light	http://www.orpha.net/ORDO/Orphanet_98503	E-GEOD-9728	csn5 (csn5a-2 csn5b) mutant light  replicate 2	Eleanor Williams	01/10/2014 18:36
growth condition	nitrate 25mM	http://www.orpha.net/ORDO/Orphanet_98482	E-GEOD-9148	"chl1 at T0.5, biological rep2"	Eleanor Williams	01/10/2014 18:36
growth condition	none	http://www.orpha.net/ORDO/Orphanet_98473	E-GEOD-9148	"chl1 at T0, biological rep1"	Eleanor Williams	01/10/2014 18:36
growth condition	none	http://www.orpha.net/ORDO/Orphanet_98375	E-MEXP-2378	H_Col-cont3	Eleanor Williams	01/10/2014 18:36
growth condition	none	http://www.orpha.net/ORDO/Orphanet_98352	E-MEXP-2714	0G_3	Eleanor Williams	01/10/2014 18:36
growth condition	tunicamycin 5 milligram per liter	http://www.orpha.net/ORDO/Orphanet_98301	E-MEXP-3186	Tm WT 3	Eleanor Williams	01/10/2014 18:36
growth condition	water	http://www.orpha.net/ORDO/Orphanet_98300	E-GEOD-8739	ga1-3_shoots_1h_water_repl1	Eleanor Williams	01/10/2014 18:36
growth condition	water	http://www.orpha.net/ORDO/Orphanet_98292	E-GEOD-9955	"mil4 sid2 double mutant with H2O treatment, biological rep3"	Eleanor Williams	01/10/2014 18:36
growth condition	3% glucose	http://www.orpha.net/ORDO/Orphanet_98274	E-MEXP-475	4hGlucose3	Eleanor Williams	01/10/2014 18:37
growth condition	3% mannitol	http://www.orpha.net/ORDO/Orphanet_98249	E-MEXP-475	2hMannitol1	Eleanor Williams	01/10/2014 18:37
growth condition	300 millimolar sodium chloride	http://www.orpha.net/ORDO/Orphanet_98078	E-MTAB-1624	nippon_salt_5hr_rep1	Eleanor Williams	01/10/2014 18:37
growth condition	300 millimolar sodium chloride	http://www.orpha.net/ORDO/Orphanet_98062	E-MTAB-1625	nippon_salt_5hr_rep1	Eleanor Williams	01/10/2014 18:37
growth condition	300 millimolar sodium chloride	http://www.orpha.net/ORDO/Orphanet_98061	E-MTAB-1913	ir29_salt_2hrs_rep2 assay	Eleanor Williams	01/10/2014 18:37
growth condition	300 millimolar sodium chloride	http://www.orpha.net/ORDO/Orphanet_98059	E-MTAB-1914	Pokkali_salt_1hr_rep2 assay	Eleanor Williams	01/10/2014 18:37
growth condition	control	http://www.orpha.net/ORDO/Orphanet_98057	E-MEXP-475	0h2	Eleanor Williams	01/10/2014 18:37
growth condition	methyl jasmonate 0.1 micromolar	http://www.orpha.net/ORDO/Orphanet_98056	E-MEXP-883	H_jin1-9 MeJA rep1	Eleanor Williams	01/10/2014 18:37
growth condition	none	http://www.orpha.net/ORDO/Orphanet_98053	E-MEXP-883	H_jin1-9 mock rep1	Eleanor Williams	01/10/2014 18:37
growth condition	normoxic	http://www.orpha.net/ORDO/Orphanet_98026	E-MTAB-2580	MC3	Eleanor Williams	01/10/2014 18:37
growth condition	untreated	http://www.orpha.net/ORDO/Orphanet_98023	E-MTAB-2349	12053027	Eleanor Williams	01/10/2014 18:37
infect	Agrobacterium tumefaciens C58	http://www.orpha.net/ORDO/Orphanet_98006	E-GEOD-13927	GSE13927GSM350804	Eleanor Williams	01/10/2014 18:32
infect	Agrobacterium tumefaciens C58	http://www.orpha.net/ORDO/Orphanet_97992	E-GEOD-13929	C58 3hpi 1	Eleanor Williams	01/10/2014 18:32
infect	Agrobacterium tumefaciens C58	http://www.orpha.net/ORDO/Orphanet_97966	E-GEOD-13930	C58 6dpi 3	Eleanor Williams	01/10/2014 18:32
infect	Flock House virus	http://www.orpha.net/ORDO/Orphanet_97593	E-GEOD-15466	"FHV infected S2 cells, biological replicate 2"	Eleanor Williams	01/10/2014 18:32
infect	Fusarium oxysporum	http://www.orpha.net/ORDO/Orphanet_97338	E-GEOD-15236	"Infected pft1 leaf, rep1"	Eleanor Williams	01/10/2014 18:32
infect	influenza A virus	http://www.orpha.net/ORDO/Orphanet_97287	E-GEOD-13637	GSM335914	Eleanor Williams	01/10/2014 18:32
infect	mock	http://www.orpha.net/ORDO/Orphanet_97286	E-GEOD-13396	GSE13396GSM338287	Eleanor Williams	01/10/2014 18:32
infect	mock infected	http://www.orpha.net/ORDO/Orphanet_97245	E-ATMX-34	H_12Mock-P	Eleanor Williams	01/10/2014 18:32
infect	mock infected	http://www.orpha.net/ORDO/Orphanet_97242	E-GEOD-15466	"mock infected S2 cells, biological replicate 3"	Eleanor Williams	01/10/2014 18:32
infect	mock infection	http://www.orpha.net/ORDO/Orphanet_97239	E-GEOD-14390	"mock transfected, array 4"	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_97234	E-GEOD-12856	"genotype: ataf1-1 mutant, ecotype Col-0 - treated or untreated: Un-inoculated - rep2"	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_96346	E-GEOD-13637	GSM335851	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_95455	E-GEOD-13927	GSE13927GSM350800	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_95455	E-GEOD-13929	Reference 3hpi 4	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_94148	E-GEOD-13930	Reference 6dpi 3	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_94147	E-GEOD-15236	"Mock pft1 leaf, rep4"	Eleanor Williams	01/10/2014 18:32
infect	none	http://www.orpha.net/ORDO/Orphanet_94145	E-GEOD-17400	GSM432210	Eleanor Williams	01/10/2014 18:32
infect	Porphyromonas gingivalis	http://www.orpha.net/ORDO/Orphanet_94080	E-GEOD-12121	"HIGK cells infected with Porphyromonas gingivalis, biological rep4"	Eleanor Williams	01/10/2014 18:32
infect	SARS-CoV	http://www.orpha.net/ORDO/Orphanet_94080	E-GEOD-17400	GSM432333	Eleanor Williams	01/10/2014 18:32
infect	Streptococcus gordonii	http://www.orpha.net/ORDO/Orphanet_93921	E-GEOD-12121	"HIGK cells infected with Streptococcus gordonii, biological rep2"	Eleanor Williams	01/10/2014 18:32
infect	Trypanosoma brucei TREU927	http://www.orpha.net/ORDO/Orphanet_93890	E-GEOD-17049	GSM426742	Eleanor Williams	01/10/2014 18:32
infect	uninfected	http://www.orpha.net/ORDO/Orphanet_93672	E-GEOD-12108	Uninfected D1_UT	Eleanor Williams	01/10/2014 18:32
infect	uninfected	http://www.orpha.net/ORDO/Orphanet_93665	E-GEOD-17049	GSM426739	Eleanor Williams	01/10/2014 18:32
infect	Kaposi's sarcoma-associated herpesvirus	http://www.orpha.net/ORDO/Orphanet_93626	E-GEOD-22522	GSM559251	Eleanor Williams	01/10/2014 18:33
infect	none	http://www.orpha.net/ORDO/Orphanet_93603	E-GEOD-18329	GSM457642	Eleanor Williams	01/10/2014 18:33
infect	none	http://www.orpha.net/ORDO/Orphanet_93583	E-GEOD-24552	GSM605341	Eleanor Williams	01/10/2014 18:33
infect	none	http://www.orpha.net/ORDO/Orphanet_93573	E-GEOD-26679	GSM656491	Eleanor Williams	01/10/2014 18:33
infect	Pseudomonas syringae pv. tomato DC3000	http://www.orpha.net/ORDO/Orphanet_93568	E-GEOD-19264	GSM477934	Eleanor Williams	01/10/2014 18:33
infect	uninfected control	http://www.orpha.net/ORDO/Orphanet_93552	E-GEOD-22522	GSM559254	Eleanor Williams	01/10/2014 18:33
infect	Drosophila C virus	http://www.orpha.net/ORDO/Orphanet_93460	E-GEOD-2828	GSE2828GSM61899	Eleanor Williams	01/10/2014 18:34
infect	mock	http://www.orpha.net/ORDO/Orphanet_93419	E-GEOD-35843	GSM876140 1	Eleanor Williams	01/10/2014 18:34
infect	none	http://www.orpha.net/ORDO/Orphanet_93321	E-GEOD-2828	GSE2828GSM61891	Eleanor Williams	01/10/2014 18:34
infect	none	http://www.orpha.net/ORDO/Orphanet_93220	E-GEOD-3414	GSE3414GSM76966	Eleanor Williams	01/10/2014 18:34
infect	none	http://www.orpha.net/ORDO/Orphanet_93217	E-GEOD-431	GSE431GSM6227	Eleanor Williams	01/10/2014 18:34
infect	Xanthomonas oryzae pv. oryzae	http://www.orpha.net/ORDO/Orphanet_93213	E-GEOD-33411	GSM826519 1	Eleanor Williams	01/10/2014 18:34
infect	Fusobacterium nucleatum	http://www.orpha.net/ORDO/Orphanet_93126	E-GEOD-6927	GSE6927GSM159484	Eleanor Williams	01/10/2014 18:35
infect	none	http://www.orpha.net/ORDO/Orphanet_91492	E-GEOD-5616	AtGen_C-7_1-C-24_REP1_ATH1	Eleanor Williams	01/10/2014 18:35
infect	none	http://www.orpha.net/ORDO/Orphanet_91378	E-GEOD-5684	CT482-1	Eleanor Williams	01/10/2014 18:35
infect	none	http://www.orpha.net/ORDO/Orphanet_91364	E-GEOD-6404	Vitis aestivalis 'Norton ' mock inoculated at 24 h post inoculation 65	Eleanor Williams	01/10/2014 18:35
infect	none	http://www.orpha.net/ORDO/Orphanet_90340	E-GEOD-6556	"Col-0 uninoculated, biological replicate 3"	Eleanor Williams	01/10/2014 18:35
infect	none	http://www.orpha.net/ORDO/Orphanet_90291	E-GEOD-8527	"Control R2, biological rep1"	Eleanor Williams	01/10/2014 18:35
infect	Pseudomonas aeruginosa	http://www.orpha.net/ORDO/Orphanet_90060	E-GEOD-6802	P_aeruginosa_rep2	Eleanor Williams	01/10/2014 18:35
infect	Staphylococcus aureus	http://www.orpha.net/ORDO/Orphanet_90052	E-GEOD-6802	S_aureus_rep1	Eleanor Williams	01/10/2014 18:35
infect	Streptococcus gordonii	http://www.orpha.net/ORDO/Orphanet_90050	E-GEOD-6927	GSE6927GSM159477	Eleanor Williams	01/10/2014 18:35
infect	uninfected	http://www.orpha.net/ORDO/Orphanet_90038	E-GEOD-6802	control_rep1	Eleanor Williams	01/10/2014 18:35
infect	uninfected	http://www.orpha.net/ORDO/Orphanet_90003	E-GEOD-6927	GSE6927GSM159486	Eleanor Williams	01/10/2014 18:35
infect	Aggregatibacter actinomycetemcomitans	http://www.orpha.net/ORDO/Orphanet_89936	E-GEOD-9723	"HIGK cells infected with Aggregatibacter actinomycetemcomitans, biological rep4"	Eleanor Williams	01/10/2014 18:36
