"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:orphanet:100988"	"urn:miriam:orphanet:Orphanet_100988"	"Autosomal dominant spastic paraplegia type 6"	"Autosomal dominant spastic paraplegia type 6 (SPG6) is a form of hereditary spastic paraplegia which usually presents in late adolescence or early adulthood as a pure phenotype of lower limb spasticity with hyperreflexia and extensor plantar responses, as well as mild bladder disturbances and pes cavus. Rarely, it can present as a complex phenotype with additional manifestations including epilepsy, variable peripheral neuropathy and/or memory impairment."	"100988"
"urn:miriam:orphanet:100989"	"urn:miriam:orphanet:Orphanet_100989"	"Autosomal dominant spastic paraplegia type 8"		"100989"
"urn:miriam:orphanet:100990"	"urn:miriam:orphanet:Orphanet_100990"	"Autosomal dominant spastic paraplegia type 9"		"100990"
"urn:miriam:orphanet:100991"	"urn:miriam:orphanet:Orphanet_100991"	"Autosomal dominant spastic paraplegia type 10"	"Autosomal dominant spastic paraplegia type 10 (SPG10) is a rare type of hereditary spastic paraplegia that can present as either a pure form of spastic paraplegia with lower limb spasticity, hyperreflexia and extensor plantar responses, presenting in childhood or adolescence, or as a complex phenotype associated with additional manifestations including peripheral neuropathy with upper limb amyotrophy, moderate intellectual disability and parkinsonism. Deafness and retinitis pigmentosa were reported in one case."	"100991"
"urn:miriam:orphanet:100993"	"urn:miriam:orphanet:Orphanet_100993"	"Autosomal dominant spastic paraplegia type 12"	"Autosomal dominant spastic paraplegia type 12 is a pure form of hereditary spastic paraplegia characterized by a childhood- to adulthood-onset of slowly progressive lower limb spasticity and hyperreflexia of lower extremities, extensor plantar reflexes, distal sensory impairment, variable urinary dysfunction and pes cavus."	"100993"
"urn:miriam:orphanet:100994"	"urn:miriam:orphanet:Orphanet_100994"	"Autosomal dominant spastic paraplegia type 13"		"100994"
"urn:miriam:orphanet:100995"	"urn:miriam:orphanet:Orphanet_100995"	"Autosomal recessive spastic paraplegia type 14"		"100995"
"urn:miriam:orphanet:100996"	"urn:miriam:orphanet:Orphanet_100996"	"Autosomal recessive spastic paraplegia type 15"	"Autosomal recessive spastic paraplegia type 15 is a complex form of hereditary spastic paraplegia characterized by a childhood to adulthood onset of slowly progressive lower limb spasticity (resulting in gait disturbance, extensor plantar responses and decreased vibration sense) associated with mild intellectual disability, mild cerebellar ataxia, peripheral neuropathy (with distal upper limb amyotrophy) and retinal degeneration. Thin corpus callosum is a common imaging finding."	"100996"
"urn:miriam:orphanet:100997"	"urn:miriam:orphanet:Orphanet_100997"	"X-linked spastic paraplegia type 16"		"100997"
"urn:miriam:orphanet:100998"	"urn:miriam:orphanet:Orphanet_100998"	"Autosomal dominant spastic paraplegia type 17"		"100998"
"urn:miriam:orphanet:100999"	"urn:miriam:orphanet:Orphanet_100999"	"Autosomal dominant spastic paraplegia type 19"	"Autosomal dominant spastic paraplegia type 19 is a pure form of hereditary spastic paraplegia characterized by a slowly progressive and relatively benign spastic paraplegia presenting in adulthood with spastic gait, lower limb hyperreflexia, extensor plantar responses, bladder dysfunction (urinary urgency and/or incontinence), and mild sensory and motor peripheral neuropathy."	"100999"
"urn:miriam:orphanet:101"	"urn:miriam:orphanet:Orphanet_101"	"Dentatorubral pallidoluysian atrophy"	"Dentatorubral pallidoluysian atrophy (DRPLA) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I; see this term). It is characterized by involuntary movements, ataxia, epilepsy, mental disorders, cognitive decline and prominent anticipation."	"101"
"urn:miriam:orphanet:1010"	"urn:miriam:orphanet:Orphanet_1010"	"Autosomal dominant palmoplantar keratoderma and congenital alopecia"	"Autosomal dominant palmoplantar keratoderma with congenital alopecia (PPK-CA) is a rare genetic skin disorder characterized by absence of scalp and body hair and palmoplantar keratoderma, without other hand complications."	"1010"
"urn:miriam:orphanet:101000"	"urn:miriam:orphanet:Orphanet_101000"	"Autosomal recessive spastic paraplegia type 20"	"gene (13q13.1), which encodes the protein spartin."	"101000"
"urn:miriam:orphanet:101001"	"urn:miriam:orphanet:Orphanet_101001"	"Autosomal recessive spastic paraplegia type 21"	"Autosomal recessive spastic paraplegia type 21 is a complex type of hereditary spastic paraplegia characterized by an onset in adolescence or adulthood of slowly progressive spastic paraparesis associated with the additional manifestations of apraxia, cognitive and speech decline (leading to dementia and akinetic mutism in some cases), personality disturbances and extrapyramidal (e.g. oromandibular dyskinesia, rigidity) and cerebellar (i.e. dysdiadochokinesia and incoordination) signs. Subtle abnormalities (e.g. developmental delays) may be noted earlier in childhood. A thin corpus callosum and white matter abnormalities are equally reported on magnetic resonance imaging."	"101001"
"urn:miriam:orphanet:101003"	"urn:miriam:orphanet:Orphanet_101003"	"Autosomal recessive spastic paraplegia type 23"	"Autosomal recessive spastic paraplegia type 23 (SPG23) is a rare, complex type of hereditary spastic paraplegia that presents in childhood with progressive spastic paraplegia, associated with peripheral neuropathy, skin pigment abnormalities (i.e. vitiligo, hyperpigmentation, diffuse lentigines), premature graying of hair, and characteristic facies (i.e. thin with ''sharp'' features). The SPG23 phenotype has been mapped to a locus on chromosome 1q24-q32."	"101003"
"urn:miriam:orphanet:101004"	"urn:miriam:orphanet:Orphanet_101004"	"Autosomal recessive spastic paraplegia type 24"		"101004"
"urn:miriam:orphanet:101005"	"urn:miriam:orphanet:Orphanet_101005"	"Autosomal recessive spastic paraplegia type 25"	"Autosomal recessive spastic paraplegia type 25 (SPG25) is a rare, complex type of hereditary spastic paraplegia characterized by adult-onset spastic paraplegia associated with spinal pain that radiates to the upper or lower limbs and is related to disk herniation (with minor spondylosis), as well as mild sensorimotor neuropathy. The SPG25 phenotype has been mapped to a locus on chromosome 6q23-q24.1."	"101005"
"urn:miriam:orphanet:101006"	"urn:miriam:orphanet:Orphanet_101006"	"Autosomal recessive spastic paraplegia type 26"	"gene (12q13.3), encoding Beta-1, 4 N-acetylgalactosaminyltransferase 1."	"101006"
"urn:miriam:orphanet:101007"	"urn:miriam:orphanet:Orphanet_101007"	"Autosomal recessive spastic paraplegia type 27"		"101007"
"urn:miriam:orphanet:101008"	"urn:miriam:orphanet:Orphanet_101008"	"Autosomal recessive spastic paraplegia type 28"	"Autosomal recessive spastic paraplegia type 28 is a pure form of hereditary spastic paraplegia characterized by a childhood or adolescent onset of slowly progressive, pure crural muscle spastic paraparesis which manifests with mild lower limb weakness, gait difficulties, extensor plantar responses, and hyperreflexia of lower extremities. Less common manifestations include cerebellar oculomotor disturbance with saccadic eye pursuit, pes cavus and scoliosis. Some patients also present pin and vibration sensory loss in distal legs."	"101008"
"urn:miriam:orphanet:101009"	"urn:miriam:orphanet:Orphanet_101009"	"Autosomal dominant spastic paraplegia type 29"	"Autosomal dominant spastic paraplegia type 29 (SPG29) is a complex form of hereditary spastic paraplegia characterized by a spastic paraplegia presenting in adolescence, associated with the additional manifestations of sensorial hearing impairment due to auditory neuropathy and persistent vomiting due to a hiatal or paraesophageal hernia."	"101009"
"urn:miriam:orphanet:101010"	"urn:miriam:orphanet:Orphanet_101010"	"Autosomal spastic paraplegia type 30"	"Autosomal spastic paraplegia type 30 is a form of hereditary spastic paraplegia characterized by either a pure spastic paraplegia phenotype, usually presenting in the first or second decade of life, with spastic lower extremities, unsteady spastic gait, hyperreflexia and extensor plantar responses, or as a complicated phenotype with the additional manifestations of distal wasting, saccadic ocular movements, mild cerebellar ataxia and mild, distal, axonal neuropathy."	"101010"
"urn:miriam:orphanet:101011"	"urn:miriam:orphanet:Orphanet_101011"	"Autosomal dominant spastic paraplegia type 31"	"30 years). In some cases, it can present as a complex phenotype with additional associated manifestations including peripheral neuropathy, bulbar palsy (with dysarthria and dysphagia), distal amyotrophy, and impaired distal vibration sense."	"101011"
"urn:miriam:orphanet:101016"	"urn:miriam:orphanet:Orphanet_101016"	"Romano-Ward syndrome"	"Romano-Ward syndrome (RWS) is an autosomal dominant variant of the long QT syndrome (LQTS, see this term) characterized by syncopal episodes and electrocardiographic abnormalities (QT prolongation, T-wave abnormalities and torsade de pointes (TdP) ventricular tachycardia)."	"101016"
"urn:miriam:orphanet:101022"	"urn:miriam:orphanet:Orphanet_101022"	"Mediterranean macrothrombocytopenia"		"101022"
"urn:miriam:orphanet:101023"	"urn:miriam:orphanet:Orphanet_101023"	"Cleft hard palate"		"101023"
"urn:miriam:orphanet:101028"	"urn:miriam:orphanet:Orphanet_101028"	"Transaldolase deficiency"	"Transaldolase deficiency is an inborn error of the pentose phosphate pathway that presents in the neonatal or antenatal period with hydrops fetalis, hepatosplenomegaly, hepatic dysfunction, thrombocytopenia, anemia, and renal and cardiac abnormalities."	"101028"
"urn:miriam:orphanet:101029"	"urn:miriam:orphanet:Orphanet_101029"	"Sub-cortical nodular heterotopia"		"101029"
"urn:miriam:orphanet:101030"	"urn:miriam:orphanet:Orphanet_101030"	"Subependymal nodular heterotopia"		"101030"
"urn:miriam:orphanet:101033"	"urn:miriam:orphanet:Orphanet_101033"	"Peters anomaly-cataract syndrome"		"101033"
"urn:miriam:orphanet:101036"	"urn:miriam:orphanet:Orphanet_101036"	"OBSOLETE: Zlotogura-Martinez syndrome"		"101036"
"urn:miriam:orphanet:101039"	"urn:miriam:orphanet:Orphanet_101039"	"Female restricted epilepsy with intellectual disability"	"Female restricted epilepsy with intellectual disability is a rare X-linked epilepsy syndrome characterized by febrile or afebrile seizures (mainly tonic-clonic, but also absence, myoclonic, and atonic) starting in the first years of life and, in most cases, developmental delay and intellectual disability of variable severity. Behavioral disturbances (e.g. autistic features, hyperactivity, and aggressiveness) are also frequently associated. This disease affects exclusively females, with male carriers being unaffected, despite an X-linked inheritance."	"101039"
"urn:miriam:orphanet:101041"	"urn:miriam:orphanet:Orphanet_101041"	"Familial hypofibrinogenemia"	"Familial hypofibrinogenemia is a coagulation disorder characterized by mild bleeding symptoms following trauma or surgery due to a reduced plasma fibrinogen concentration."	"101041"
"urn:miriam:orphanet:101042"	"urn:miriam:orphanet:Orphanet_101042"	"OBSOLETE: Taussig-Bing syndrome"		"101042"
"urn:miriam:orphanet:101043"	"urn:miriam:orphanet:Orphanet_101043"	"Aortic valve dysplasia"		"101043"
"urn:miriam:orphanet:101046"	"urn:miriam:orphanet:Orphanet_101046"	"Autosomal dominant epilepsy with auditory features"		"101046"
"urn:miriam:orphanet:101049"	"urn:miriam:orphanet:Orphanet_101049"	"Familial hypocalciuric hypercalcemia type 2"		"101049"
"urn:miriam:orphanet:101050"	"urn:miriam:orphanet:Orphanet_101050"	"Familial hypocalciuric hypercalcemia type 3"		"101050"
"urn:miriam:orphanet:101052"	"urn:miriam:orphanet:Orphanet_101052"	"OBSOLETE: Microlissencephaly type B"		"101052"
"urn:miriam:orphanet:101063"	"urn:miriam:orphanet:Orphanet_101063"	"Situs inversus totalis"		"101063"
"urn:miriam:orphanet:101068"	"urn:miriam:orphanet:Orphanet_101068"	"Congenital stromal corneal dystrophy"	"Congenital stromal corneal dystrophy (CSCD) is an extremely rare form of stromal corneal dystrophy (see this term) characterized by opaque flaky or feathery clouding of the corneal stroma, and moderate to severe visual loss."	"101068"
"urn:miriam:orphanet:101070"	"urn:miriam:orphanet:Orphanet_101070"	"Bilateral frontoparietal polymicrogyria"	"Bilateral frontoparietal polymicrogyria (BFPP) is a sub-type of polymicrogyria (PMG; see this term), a cerebral cortical malformation characterized by excessive cortical folding and abnormal cortical layering, that involves the frontoparietal region of the brain and that presents with hypotonia, developmental delay, moderate to severe intellectual disability, pyramidal signs, epileptic seizures, non progressive cerebellar ataxia, dysconjugate gaze and/or strabismus."	"101070"
